"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Oct 29 20:16:55 GMT 2025","Wed Oct 29 20:16:55 GMT 2025","937","","Home do Site","","","","Adicionar produto ao carrinho",""
"passed","Wed Oct 29 20:17:07 GMT 2025","Wed Oct 29 20:17:08 GMT 2025","983","","Login de usuario","","","","Login com sucesso",""
"passed","Wed Oct 29 20:16:52 GMT 2025","Wed Oct 29 20:16:54 GMT 2025","1298","","Home do Site","","","","Visualiza lista de produtos apos login",""
"passed","Wed Oct 29 20:16:45 GMT 2025","Wed Oct 29 20:16:45 GMT 2025","171","","Validação da API do Trello","","","","Obter o nome da lista de uma acao",""
"passed","Wed Oct 29 20:16:57 GMT 2025","Wed Oct 29 20:16:59 GMT 2025","1625","","Home do Site","","","","Finalizar compra com sucesso",""
"passed","Wed Oct 29 20:17:11 GMT 2025","Wed Oct 29 20:17:12 GMT 2025","511","","Login de usuario","","","","Login com dados invalidos (example #3)",""
"passed","Wed Oct 29 20:17:12 GMT 2025","Wed Oct 29 20:17:12 GMT 2025","556","","Login de usuario","","","","Login com dados invalidos (example #4)",""
"passed","Wed Oct 29 20:16:56 GMT 2025","Wed Oct 29 20:16:57 GMT 2025","945","","Home do Site","","","","Remover produto do carrinho",""
"passed","Wed Oct 29 20:17:13 GMT 2025","Wed Oct 29 20:17:14 GMT 2025","707","","Login de usuario","","","","Login com dados invalidos (example #6)",""
"passed","Wed Oct 29 20:17:10 GMT 2025","Wed Oct 29 20:17:11 GMT 2025","639","","Login de usuario","","","","Login com dados invalidos (example #2)",""
"passed","Wed Oct 29 20:16:59 GMT 2025","Wed Oct 29 20:17:00 GMT 2025","942","","Home do Site","","","","Adicionar produto ao carrinho e continuar comprando",""
"passed","Wed Oct 29 20:17:14 GMT 2025","Wed Oct 29 20:17:15 GMT 2025","719","","Login de usuario","","","","Steps de suporte a autenticacao",""
"passed","Wed Oct 29 20:17:13 GMT 2025","Wed Oct 29 20:17:13 GMT 2025","442","","Login de usuario","","","","Login com dados invalidos (example #5)",""
"passed","Wed Oct 29 20:17:09 GMT 2025","Wed Oct 29 20:17:10 GMT 2025","719","","Login de usuario","","","","Login com dados invalidos (example #1)",""
