"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Aug 26 20:16:11 GMT 2025","Tue Aug 26 20:16:11 GMT 2025","719","","Login de usuario","","","","Login com dados invalidos (example #1)",""
"passed","Tue Aug 26 20:16:14 GMT 2025","Tue Aug 26 20:16:15 GMT 2025","441","","Login de usuario","","","","Login com dados invalidos (example #5)",""
"passed","Tue Aug 26 20:16:12 GMT 2025","Tue Aug 26 20:16:12 GMT 2025","681","","Login de usuario","","","","Login com dados invalidos (example #2)",""
"passed","Tue Aug 26 20:15:59 GMT 2025","Tue Aug 26 20:16:00 GMT 2025","947","","Home do Site","","","","Remover produto do carrinho",""
"passed","Tue Aug 26 20:16:00 GMT 2025","Tue Aug 26 20:16:02 GMT 2025","1628","","Home do Site","","","","Finalizar compra com sucesso",""
"passed","Tue Aug 26 20:16:16 GMT 2025","Tue Aug 26 20:16:16 GMT 2025","728","","Login de usuario","","","","Steps de suporte a autenticacao",""
"passed","Tue Aug 26 20:16:09 GMT 2025","Tue Aug 26 20:16:10 GMT 2025","935","","Login de usuario","","","","Login com sucesso",""
"passed","Tue Aug 26 20:16:15 GMT 2025","Tue Aug 26 20:16:15 GMT 2025","703","","Login de usuario","","","","Login com dados invalidos (example #6)",""
"passed","Tue Aug 26 20:15:55 GMT 2025","Tue Aug 26 20:15:57 GMT 2025","1375","","Home do Site","","","","Visualiza lista de produtos apos login",""
"passed","Tue Aug 26 20:15:58 GMT 2025","Tue Aug 26 20:15:59 GMT 2025","930","","Home do Site","","","","Adicionar produto ao carrinho",""
"passed","Tue Aug 26 20:16:13 GMT 2025","Tue Aug 26 20:16:13 GMT 2025","509","","Login de usuario","","","","Login com dados invalidos (example #3)",""
"passed","Tue Aug 26 20:16:13 GMT 2025","Tue Aug 26 20:16:14 GMT 2025","535","","Login de usuario","","","","Login com dados invalidos (example #4)",""
"passed","Tue Aug 26 20:15:48 GMT 2025","Tue Aug 26 20:15:48 GMT 2025","275","","Validação da API do Trello","","","","Obter o nome da lista de uma acao",""
